㐷	傌
回穴	迴穴
回雪	迴雪
回阳荡气	迴陽蕩氣
回音	迴音
回应	迴應
回佣	回佣
回游	迴游
回匝	迴匝
回转	迴轉
洄暗	洄闇
洄游	洄游
毁弃	譭棄
毁诬	譭誣
毁犀	燬犀
毁炎	燬炎
毁誉	譭譽
毁钟为铎	譭鐘爲鐸
汇报	彙報
汇编	彙編
汇集	彙集
汇辑	彙輯
汇刊	彙刊
汇算	彙算
汇映	彙映
汇整	彙整
汇总	彙總
汇纂	彙纂
会吊	會弔
会签	會籤
会签制度	會簽制度
绘里	繪里
绘制	繪製
烩面	燴麪
惠里香	惠里香
會干擾	會干擾
浑仪	渾儀
浑仪注	渾儀註
浑疑证六通	渾疑證六通
馄饨	餛飩
馄饨面	餛飩麪
活扣	活釦
活塞	活塞
活塞杆	活塞桿
火杯	火盃
火并	火併
火柴	火柴
火柴杆	火柴桿
火成岩	火成岩
火斗	火斗
火鸡腿	火雞腿
火炬	火炬
火炬松	火炬松
火山无冷地	火山無冷地
火绳	火繩
火绳杆	火繩桿
火中取栗	火中取栗
伙房	伙房
伙夫	伙伕
伙食	伙食
伙头	伙頭
或系之牛	或繫之牛
获准	獲准
霍克	霍克
霍克松	霍克松
霍里	霍里
击钟	擊鐘
饥荒	饑荒
饥馑	饑饉
饥民	饑民
饥年	饑年
机辟	機辟
机器	機器
机器人专家艾里	機器人專家艾裏
机器压制	機器壓製
机械	機械
机械表	機械錶
机械钟	機械鐘
鸡蛋	雞蛋
鸡蛋面	雞蛋麪
鸡奸	雞姦
鸡尸牛从	雞尸牛從
鸡丝	雞絲
鸡丝面	雞絲麪
鸡腿面	雞腿麪
鸡只	雞隻
积谷	積穀
积谷防饥	積穀防饑
积金至斗	積金至斗
基里巴斯	基里巴斯
基里兰柯	基里蘭柯
基岩	基岩
赍志没地	齎志沒地
箕斗	箕斗
稽核	稽覈
激荡	激盪
羁系	羈繫
吉科希斯	吉科希斯
吉里	吉里
吉普	吉普
吉普斯夸	吉普斯夸
吉田松阴	吉田松陰
吉凶	吉凶
吉凶庆吊	吉凶慶弔
吉占	吉占
急投此方可回阳	急投此方可回陽
急征重敛	急征重斂
集中	集中
集中托运	集中托運
集注	集註
几案	几案
几出	幾齣
几凳	几凳
几杆	幾桿
几几	几几
几净窗明	几淨窗明
几里在山中	幾裏在山中
几率	機率
几面上	几面上
几旁	几旁
几匹马	幾匹馬
几上	几上
几榻	几榻
几席	几席
几筵	几筵
几椅	几椅
几杖	几杖
几只	幾隻
几子	几子
己丑	己丑
虮蝨相吊	蟣蝨相弔
脊萼鹅不食	脊萼鵝不食
脊梁	脊樑
计时	計時
计时表	計時錶
纪里谷	紀里谷
纪历	紀曆
纪念	紀念
纪念周	紀念週
忌烟	忌菸
季咸	季咸
迹蹈	蹟蹈
觊幸	覬倖
祭吊	祭弔
祭尸	祭尸
加卷	加捲
加拉干达	加拉干達
加里	加里
加签	加簽
加注	加註
佳里	佳里
家伙	傢伙
家具	傢俱
家俱	傢俱
家什	傢什
家私	傢俬
傢伙	傢伙
嘉柏隆里	嘉柏隆里
嘉谷	嘉穀
夹注	夾註
颊须	頰鬚
甲基苯并恶唑	甲基苯並惡唑
甲胄	甲冑
贾大一	賈大一
贾后	賈后
贾斯伯	賈斯伯
假发	假髮
賈后	賈后
架梁	架樑
架钟	架鐘
尖管面	尖管麪
奸盗邪淫	姦盜邪淫
奸非	姦非
奸夫	姦夫
奸伏	姦伏
奸妇	姦婦
奸情	姦情
奸杀	姦殺
奸尸	姦屍
奸通	姦通
奸污	姦污
奸凶	姦凶
奸淫	姦淫
坚贞扫地无	堅貞掃地無
坚致	堅緻
间不容发	間不容髮
艰巨	艱鉅
艰苦	艱苦
艰苦备尝	艱苦備嚐
监系	監繫
监制	監製
兼并	兼併
兼筹并顾	兼籌幷顧
兼容	兼容
兼容并蓄	兼容幷蓄
兼收并蓄	兼收幷蓄
笺注	箋註
煎面	煎麪
茧栗	繭栗
俭确之教	儉确之教
检复	檢覆
剪彩	剪綵
剪发	剪髮
剪其发	剪其髮
简并	簡併
简朝仑	簡朝崙
简余晏	簡余晏
戬谷	戩穀
碱性	鹼性
碱性岩	鹼性岩
翦彩	翦綵
见复	見覆
见鉴	見鑒
件钟	件鐘
荐饥	荐饑
荐居	荐居
荐臻	荐臻
剑杆	劍桿
舰只	艦隻
鉴核备査	鑑核備查
箭杆	箭桿
江采苹	江采蘋
江城菊花发	江城菊花發
江干	江干
江干区	江乾區
江火共星罗	江火共星羅
江流思夏后	江流思夏後
姜饼	薑餅
姜茶	薑茶
姜桂	薑桂
姜还是老	薑還是老
姜黄	薑黃
姜就是老	薑就是老
姜辣	薑辣
姜老辣	薑老辣
姜麻园	薑麻園
姜末	薑末
姜母	薑母
姜片	薑片
姜切片	薑切片
姜茸柠檬锔鸡腿	姜茸檸檬鋦雞腿
姜蓉	薑蓉
姜石	姜石
姜石年	薑石年
姜是老	薑是老
姜丝	薑絲
姜汤	薑湯
姜糖	薑糖
姜文杰	姜文杰
姜郁美	姜郁美
姜愈老愈辣	薑愈老愈辣
姜越老越辣	薑越老越辣
姜汁	薑汁
僵蚕	殭蠶
僵仆	僵仆
僵尸	殭屍
彊御	彊禦
奖杯	獎盃
交臂失之	交臂失之
交并	交併
交哄	交鬨
浇制	澆製
胶卷	膠捲
焦干	焦乾
焦获	焦穫
礁岩	礁岩
嚼谷	嚼穀
角里	角里
绞干	絞乾
矫情	矯情
矫情干誉	矯情干譽
脚夫	腳伕
脚扣	腳釦
脚炼	腳鍊
脚酸	腳痠
脚注	腳註
儌幸	儌倖
徼幸	徼倖
轿夫	轎伕
教学	教學
教学钟	教學鐘
接二连三	接二連三
嗟吁	嗟吁
街里街坊	街里街坊
节操方松筠	節操方鬆筠
节欲	節慾
杰弗里乔叟	傑弗里喬叟
杰里米	傑里米
杰里森	傑里森
杰伦	杰倫
杰特	杰特
拮据	拮据
结采	結采
结彩	結綵
结发	結髮
结晶	結晶
结晶岩	結晶岩
结扣	結釦
结托	結托
结扎	結紮
截发	截髮
解发	解發
解发佯狂	解髮佯狂
解扣	解釦
解铃系铃	解鈴繫鈴
介系词	介係詞
介胄	介冑
戒烟	戒菸
借草枕块	藉草枕塊
借词	藉詞
借此	藉此
借端	藉端
借槁	藉槁
借故	藉故
借卉	藉卉
借机	藉機
借借	藉藉
借口	藉口
借寇兵	藉寇兵
借甚	藉甚
借手	藉手
借托	借托
借以	藉以
借由	藉由
借着	藉着
借助	藉助
借箸	借箸
借箸代筹	藉箸代籌
借资	藉資
斤斗	斤斗
金杯	金盃
金表	金錶
金伯利	金伯利
金伯利岩	金伯利岩
金斗	金斗
金发	金髮
金虎皮	金虎皮
金开诚	金開誠
金链	金鍊
金仑溪	金崙溪
金马	金馬
金马仑道	金馬崙道
金钱	金錢
金钱松	金錢松
金升圭	金昇圭
金石普利	金石普利
金属	金屬
金属杆	金屬桿
金属制	金屬製
金印	金印
金印如斗	金印如斗
金钟	金鐘
觔斗	觔斗
津梁	津樑
筋斗	筋斗
紧系	緊繫
紧致	緊緻
锦鳞沉不食	錦鱗沉不食
锦囊佳制	錦囊佳製
尽底下	儘底下
尽够	儘夠
尽管	儘管
尽教	儘教
尽尽	儘儘
尽可	儘可
尽快	儘快
尽里	儘裏
尽量	儘量
尽落尾	儘落尾
尽让	儘讓
尽日吟诗坐忍饥	盡日吟詩坐忍飢
尽速	儘速
尽先	儘先
尽想	儘想
尽性	儘性
尽意	盡意
尽意随心	儘意隨心
尽有可能	儘有可能
尽早	儘早
尽子	儘子
尽自	儘自
近日	近日
近日無仇	近日無讎
浸制	浸製
禁毁	禁燬
禁烟	禁菸
禁欲	禁慾
经颅多普勒	經顱多普勒
经折	經摺
荆尸	荊尸
菁英杯	菁英盃
旌恤	旌卹
惊叹	驚歎
惊赞	驚讚
惊钟	驚鐘
精采	精采
精奇	精奇
精奇里江	精奇里江
精制	精製
精致	精緻
鲸须	鯨鬚
井干	井榦
井渫不食	井渫不食
颈链	頸鍊
景星凤皇	景星鳳皇
景致	景緻
警报	警報
警报钟	警報鐘
警示	警示
警示钟	警示鐘
警世	警世
警世钟	警世鐘
警钟	警鐘
净发	淨髮
淨发	淨髮
敬鉴	敬鑒
敬挽	敬輓
敬烟	敬菸
靖远县	靖遠縣
迥然	迥然
迥然回异	迥然迴異
揪发	揪髮
揪须	揪鬚
九点半	九點半
九谷	九穀
九里	九里
九炼成钢	九鍊成鋼
九龙一号	九龍一號
九牛一毫	九牛一毫
九扎	九紮
九只	九隻
酒干掉	酒乾掉
酒干尽	酒乾盡
酒干了	酒乾了
酒帘	酒帘
酒气熏人	酒氣熏人
酒曲	酒麴
酒坛	酒罈
酒已干	酒已乾
酒游花	酒游花
旧表	舊錶
旧历	舊曆
旧浦菱花发	舊浦菱花發
旧宅在山中	舊宅在山中
旧钟	舊鐘
就吃干	就吃乾
就系	就係
拘系	拘繫
居里	居里
居然双捕虏	居然雙捕虜
局促	侷促
局限	侷限
咀咽	咀嚥
莒光周	莒光週
举荐	舉薦
举荐征辟	舉薦征辟
举手	舉手
举手可采	舉手可采
巨变	鉅變
巨额	鉅額
巨富	鉅富
巨公	鉅公
巨奸	鉅奸
巨舰	鉅艦
巨奖	鉅獎
巨款	鉅款
巨亏	鉅虧
巨鹿	鉅鹿
巨商	鉅商
巨黍	鉅黍
巨贪	鉅貪
巨万	鉅萬
巨细	鉅細
巨献	鉅獻
巨祥	鉅祥
巨野	鉅野
巨业	鉅業
巨债	鉅債
巨制	鉅製
巨著	鉅著
巨子	鉅子
巨作	鉅作
拒烟	拒菸
据干而窥井底	據榦而窺井底
据云	據云
聚药	聚藥
聚药雄蕊	聚葯雄蕊
卷包	捲包
卷饼	捲餅
卷不起	捲不起
卷層云	捲層雲
卷缠	捲纏
卷成	捲成
卷尺	捲尺
卷到	捲到
卷动	捲動
卷发	捲髮
卷风	捲風
卷钢	捲鋼
卷过	捲過
卷回	捲回
卷甲	卷甲
卷甲重来	捲甲重來
卷进	捲進
卷开	捲開
卷款	捲款
卷来	捲來
卷来卷去	捲來捲去
卷浪	捲浪
卷了	捲了
卷帘	捲簾
卷拢	捲攏
卷落叶	捲落葉
卷毛	捲毛
卷棚	捲棚
卷铺盖	捲鋪蓋
卷舖盖	捲舖蓋
卷起	捲起
卷翘	捲翹
卷曲	捲曲
卷去	捲去
卷刃	捲刃
卷入	捲入
卷上	捲上
卷舌	捲舌
卷缩	捲縮
卷逃	捲逃
卷筒	捲筒
卷图	捲圖
卷土	捲土
卷腿裤	捲腿褲
卷尾猴	捲尾猴
卷吸作用	捲吸作用
卷线器	捲線器
卷心	捲心
卷袖	捲袖
卷须	卷鬚
卷旋	捲旋
卷烟	捲菸
卷烟画片	捲煙畫片
卷菸	捲菸
卷扬	捲揚
卷一卷	捲一捲
卷衣袖	捲衣袖
卷云	捲雲
卷纸	捲紙
卷住	捲住
卷走	捲走
绝缘	絕緣
绝缘台	絕緣檯
军舰	軍艦
军舰岩	軍艦岩
君子	君子
君子于役	君子于役
钧复	鈞覆
钧鉴	鈞鑒
菌托	菌托
喀拉喀托火山	喀拉喀托火山
卡里	卡里
卡里扎德	卡里紮德
卡洛	卡洛
卡洛里	卡洛里
卡通公仔	卡通公仔
卡托普利	卡託普利
卡耶里	卡耶里
开诚布公	開誠佈公
开吊	開弔
开发为	開發爲
开哄	開鬨
开伙	開伙
揩干	揩乾
揩台抹凳	揩檯抹凳
凯里	凱里
铠胄	鎧冑
刊布	刊佈
看表	看錶
看看几花发	看看幾花發
看下表	看下錶
看下钟	看下鐘
看钟	看鐘
康采恩	康采恩
扛大梁	扛大樑
抗御	抗禦
炕席	炕蓆
考核	考覈
考历明三统	考歷明三統
烤干	烤乾
珂里	珂里
柯里	柯里
科斗	科斗
科托努	科托努
科学	科學
科学面	科學麪
蚵仔	蚵仔
蚵仔面线	蚵仔麪線
可干拭	可乾拭
可干饮	可乾飲
可可	可可
可可托海	可可托海
可周	可週
克薄	剋薄
克剥	剋剝
克夫	剋夫
克核	剋核
克克	剋剋
克扣	剋扣
克莱	克萊
克莱査克	克萊查克
克雷希斯	克雷希斯
克雷一号	克雷一號
克里	克里
克里斯蒂安松	克里斯蒂安松
克里斯托	克里斯托
克里特克里岛	克里特克里島
克落	剋落
克期	剋期
克日	剋日
克啬	剋嗇
克死	剋死
克星	剋星
克意	剋意
克制	剋制
刻半钟	刻半鐘
刻多钟	刻多鐘
刻钟	刻鐘
峇峇娘惹	峇峇孃惹
峇里岛	峇里島
客制化	客製化
垦丁杯	墾丁盃
垦复	墾複
空蒙	空濛
空前	空前
空前绝后	空前絕後
空前绝后后	空前絕后後
空钟	空鐘
涳蒙	涳濛
孔章望斗	孔章望斗
控卷	控捲
控制	控制
控制杆	控制桿
控制台	控制檯
控制欲	控制慾
口出大言	口出大言
口干	口乾
口念	口唸
口燥脣干	口燥脣乾
口占	口占
口钟	口鐘
叩钟	叩鐘
扣环	釦環
扣克	扣剋
扣眼	釦眼
扣针	釦針
扣子	釦子
枯干	枯乾
苦参	苦蔘
苦瓜	苦瓜
苦瓜干	苦瓜乾
苦卤	苦鹵
裤扣	褲釦
夸诞	夸誕
夸尔	夸爾
夸父	夸父
夸姣	夸姣
夸克	夸克
夸丽	夸麗
夸毗	夸毗
夸人	夸人
夸容	夸容
夸特	夸特
夸脱	夸脫
夸赞	誇讚
快吃干	快吃乾
快干	快乾
快舍下	快捨下
快速	快速
快速面	快速麪
狂并潮	狂併潮
奎松市	奎松市
喹那普利	喹那普利
坤表	坤錶
昆剧	崑劇
昆仑	崑崙
昆腔	崑腔
昆曲	崑曲
昆山	崑山
昆苏	崑蘇
昆调	崑調
崑仑	崑崙
髡发	髡髮
捆扎	捆紮
綑扎	綑紮
困乏	睏乏
困觉	睏覺
困倦	睏倦
困意	睏意
括发	括髮
拉大旗作虎皮	拉大旗作虎皮
拉杆	拉桿
拉吉波尔	拉吉波爾
拉克	拉克
拉克施尔德钟	拉克施爾德鐘
拉里	拉里
拉链	拉鍊
拉面	拉麪
拉涅里	拉涅里
拉升	拉昇
拉斯帕尔马斯	拉斯帕爾馬斯
拉纤	拉縴
拉扎尔	拉扎爾
拉祖里	拉祖里
邋里邋遢	邋里邋遢
腊之以为饵	腊之以爲餌
蜡査	蠟查
蜡祭	蜡祭
蜡月	蜡月
辣椒	辣椒
辣椒面	辣椒麪
来复	來複
来为采葑菲	來爲採葑菲
莱彩	萊彩
莱彩北堂	萊綵北堂
莱里达	萊里達
赖诺普利	賴諾普利
栏干	欄干
阑干	闌干
蓝采和	藍采和
蓝发	藍髮
蓝托斯	藍托斯
篮虹杯	籃虹盃
啷当	啷噹
狼餐虎咽	狼餐虎嚥
狼飧虎咽	狼飧虎嚥
狼吞虎咽	狼吞虎嚥
浪蝶	浪蝶
浪蝶游蜂	浪蝶游蜂
浪琴表	浪琴錶
捞干	撈乾
捞面	撈麪
劳力	勞力
劳力士表	勞力士錶
劳生系一物	勞生系一物
老板	老闆
老雕	老鵰
老斗	老斗
老官地	老官地
老虎皮	老虎皮
老姜	老薑
老蒙	老懞
老娘	老孃
老雁春忍饥	老雁春忍飢
老爷	老爺
老爷钟	老爺鐘
乐颠颠	樂顛顛
乐器	樂器
乐器钟	樂器鐘
泐复	泐覆
勒里勒得	勒里勒得
了解	瞭解
了了见松雪	了了見鬆雪
了然	瞭然
了如	瞭如
了若指掌	瞭若指掌
了望	瞭望
雷出应乾象	雷出應乾象
雷夫范恩斯	雷夫范恩斯
雷米普利	雷米普利
诔赞	誄讚
泪干	淚乾
冷地里	冷地里
冷面	冷麪
厘金	厘金
梨干	梨乾
漓江	灕江
漓然	灕然
漓水	灕水
漓湘	灕湘
蠡湖一号	蠡湖一號
礼斗	禮斗
礼赞	禮讚
李干龙	李乾龍
李连杰	李連杰
李連杰	李連杰
李链福	李鍊福
李盟干	李盟乾
李三娘	李三娘
李钟奭	李鐘奭
李钟郁	李鍾郁
李锺郁	李鍾郁
里昂	里昂
里奥	里奧
里包恩	里包恩
里贝利	里貝利
里布	里布
里程	里程
里程表	里程錶
里党	里黨
里尔	里爾
里耳	里耳
里弗赛德	里弗賽德
里港	里港
里根	里根
里闬	里閈
里豪	里豪
里肌	里肌
里加	里加
里贾纳	里賈納
里居	里居
里君	里君
里科	里科
里克	裏克
里克特	里克特
里扣	里扣
里拉	里拉
里老	里老
里邻长	里鄰長
里路	里路
里闾	里閭
里美	里美
里门	里門
里蒙诺夫	里蒙諾夫
里民	里民
里名	里名
里纳	里納
里尼	里尼
里弄	里弄
里欧	里歐
里奇	裏奇
里奇蒙	里奇蒙
里契蒙	里契蒙
里人	里人
里仁	里仁
里舍	里舍
里社	里社
里士满	里士滿
里氏	里氏
里斯	里斯
里谈巷议	里談巷議
里特维宁科	里特維寧科
里瓦几亚条约	里瓦幾亞條約
里维拉	里維拉
里希特霍芬	里希特霍芬
里巷	里巷
里胥	里胥
里亚	里亞
里谚	里諺
里语	里語
里约	里約
里宰	里宰
里长	里長
里正	里正
里兹	里茲
理次发	理次髮
理发	理髮
理个	理個
理个发	理個髮
理事	理事
理事长	理事長
理事长杯	理事長盃
理完发	理完髮
理一次发	理一次髮
理一个发	理一個髮
力征	力征
历本	曆本
历法	曆法
历纪	曆紀
历命	曆命
历始	曆始
历室	曆室
历书	曆書
历头	曆頭
历尾	曆尾
历象	曆象
历狱	曆獄
历元	曆元
立方	立方
立方厘米	立方厘米
利得汇	利得彙
利默里克	利默里克
利托	利托
利欲	利慾
沥干	瀝乾
俪采	儷采
栗苞	栗苞
栗暴	栗暴
栗爆	栗爆
栗喇	栗喇
栗烈	栗烈
栗碌	栗碌
栗色	栗色
栗鼠	栗鼠
栗田雄介	栗田雄介
栗尾	栗尾
栗薪	栗薪
栗凿	栗鑿
栗子	栗子
砾岩	礫岩
粒变岩	粒變岩
连杆	連桿
连三并四	連三併四
连系	連繫
莲须	蓮鬚
联赛	聯賽
联赛杯	聯賽盃
联系	聯繫
镰仓	鎌倉
炼度	鍊度
炼钢	鍊鋼
炼汞	鍊汞
炼金	鍊金
炼铝	鍊鋁
炼贫	鍊貧
炼师	鍊師
炼铁	鍊鐵
炼铜	鍊銅
炼冶	鍊冶
炼制	煉製
链甲	鍊甲
链扣	鏈釦
链形	鍊形
链坠	鍊墜
良价	良价
凉面	涼麪
凉席	涼蓆
梁栋	樑棟
梁架	樑架
梁龙	樑龍
梁木	梁木
梁木其坏	樑木其壞
梁上	樑上
梁文冲	梁文沖
梁柱	樑柱
梁子	樑子
两当一	兩當一
两京路上梅花发	兩京路上梅花發
两撇胡	兩撇鬍
两扎	兩紮
两只	兩隻
两周	兩週
亮钟	亮鐘
晾干	晾乾
辽沈	遼瀋
聊乐一日	聊樂一日
寮采	寮寀
燎发	燎髮
料斗	料斗
廖于诚	廖于誠
邻里	鄰里
林冲	林沖
林端陟香榭	林端陟香榭
林芳郁	林芳郁
林干闵	林乾閔
林杰梁	林杰樑
林俊杰	林俊杰
林荣松	林榮松
林松	林松
林与西山重	林與西山重
林郁方	林郁方
林占梅	林占梅
林正杰	林正杰
林钟	林鐘
临海	臨海
临海水土志	臨海水土誌
临行一日绕千回	臨行一日繞千回
淋冲	淋沖
磷酸	磷酸
磷酸盐	磷酸鹽
磷酸盐岩	磷酸鹽岩
鳞介腥膻素不食	鱗介腥羶素不食
鳞游	鱗游
躏借	躪藉
灵迹	靈蹟
灵修	靈脩
灵欲	靈慾
凌策	淩策
凌昌焕	淩昌焕
凌驰	淩馳
凌河	淩河
凌惠平	淩惠平
凌借	凌藉
凌蒙初	淩濛初
凌如焕	淩如焕
凌十八	淩十八
凌氏	淩氏
凌水	淩水
凌统	淩統
凌退思	淩退思
凌小姐	淩小姐
凌姓	淩姓
凌云	凌雲
凌云翰	淩云翰
凌志	凌志
凌志美	淩志美
零只	零隻
领扣	領釦
领台	領檯
领袖	領袖
领袖欲	領袖慾
令狐冲	令狐沖
令岳	令岳
溜须	溜鬚
刘峰松	劉峯松
刘福生	劉福生
刘松藩	劉松藩
刘松年	劉松年
刘伟杰	劉偉杰
刘幸如	劉倖如
刘占吉	劉占吉
刘志升	劉志昇
留发	留髮
流布	流佈
流干	流乾
流纹岩	流紋岩
流血	流血
流血浮尸	流血浮尸
流血漂卤	流血漂鹵
柳斌杰	柳斌杰
柳升耀	柳昇耀
六冲	六沖
六谷	六穀
六通四辟	六通四辟
六弦	六絃
六须鲇	六鬚鮎
六须鲶	六鬚鮎
六欲	六慾
六扎	六紮
六只	六隻
六周	六週
龙卷	龍捲
龙虾	龍蝦
龙虾面	龍蝦麪
龙须	龍鬚
龙须面	龍鬚麪
龙游	龍遊
龙游浅水	龍游淺水
砻谷	礱谷
砻谷机	礱穀機
癃闭不通	癃閉不通
镂金错采	鏤金錯采
漏斗	漏斗
噜噜苏苏	嚕嚕囌囌
噜苏	嚕囌
卢贝松	盧貝松
卢郁佳	盧郁佳
芦席	蘆蓆
卤簿	鹵簿
卤代烃	鹵代烴
卤地	鹵地
卤钝	鹵鈍
卤化	鹵化
卤鸡腿	滷雞腿
卤莽	鹵莽
卤面	滷麪
卤人	鹵人
卤素	鹵素
卤制	滷製
卤族	鹵族
鲁伊马拉	魯伊馬拉
甪里	甪里
陆均松	陸均松
陆游	陸游
录录	彔彔
录制	錄製
鹿门	鹿門
鹿门采药	鹿門采藥
鹿裘长酒气	鹿裘長酒氣
路飞秋叶转朱轓	路飛秋葉轉朱轓
路里	路里
路志	路誌
露复	露覆
露井桃花发	露井桃花發
乱发	亂髮
乱哄	亂鬨
仑背	崙背
仑丰村	崙豐村
轮回	輪迴
轮奸	輪姦
罗尔斯罗伊斯	羅爾斯羅伊斯
罗汉	羅漢
罗汉松	羅漢松
罗兴梁	羅興樑
萝卜	蘿蔔
萝卜干	蘿蔔乾
螺杆	螺桿
螺普利	螺普利
螺旋	螺旋
螺旋面	螺旋麪
裸岩	裸岩
荦确	犖确
洛钟东应	洛鐘東應
络腮胡	絡腮鬍
落发	落髮
落日忆山中	落日憶山中
落腮胡	落腮鬍
落托	落托
落叶	落葉
落叶松	落葉松
囉囉苏苏	囉囉囌囌
囉苏	囉囌
驴蒙虎皮	驢蒙虎皮
闾里	閭里
吕后	呂后
吕宋烟	呂宋菸
吕岩	呂岩
呂后	呂后
郘钟	郘鐘
捋采	捋采
铝制	鋁製
屡仆屡起	屢仆屢起
律历志	律曆志
绿发	綠髮
绿杨深处是苏家	綠楊深處是蘇家
氯苯并恶唑	氯苯並惡唑
麻杆	麻桿
麻酱	麻醬
麻酱凤尾	麻醬鳳尾
麻酱面	麻醬麪
麻栗坡	麻栗坡
马表	馬錶
马大周	馬大周
马丁	馬丁
马丁杜里荷	馬丁杜里荷
马夫	馬伕
马干	馬乾
马后	馬後
马后练服	馬后練服
马克斯型机器人一号	馬克斯型機器人一號
马拉巴栗	馬拉巴栗
马拉松	馬拉松
马里	馬裏
马里安纳海沟	馬里安納海溝
马里克	馬里克
马里兰	馬里蘭
马里内斯科	馬里內斯科
马里奇	馬里奇
马鬣松	馬鬣松
马尼托巴	馬尼托巴
马普托	馬普托
马斯垂克	馬斯垂剋
马尾	馬尾
马尾松	馬尾松
马兴云	馬興雲
马扎	馬紮
马占山	馬占山
玛艾里	瑪艾裏
玛格莉娜蛇纹	瑪格莉娜蛇紋
码表	碼錶
馬占山	馬占山
埋布	埋佈
埋头	埋頭
埋头寻表	埋頭尋錶
埋头寻钟	埋頭尋鐘
买进	買進
买进对冲	買進對沖
买烟	買菸
迈科里	邁科里
麦卡托	麥卡托
麦科里	麥科里
麦托姆	麥托姆
卖拐	賣柺
卖奸	賣姦
卖鲊市中何许人	賣鮓市中何許人
脉岩	脈岩
颟里颟顸	顢里顢頇
满布	滿布
满布疑云	滿佈疑雲
满头洋发	滿頭洋髮
满洲里	滿洲里
曼尼	曼尼
曼尼托巴省	曼尼托巴省
幔城入涧橙花发	幔城入澗橙花發
慢咽	慢嚥
忙并	忙併
莽卤	莽鹵
毛发	毛髮
毛姜	毛薑
毛里求斯	毛里求斯
毛里塔尼亚	毛里塔尼亞
毛绒公仔	毛絨公仔
毛轴鹅不食	毛軸鵝不食
茅屋采椽	茅屋採椽
茂松	茂松
贸易	貿易
贸易伙伴	貿易伙伴
没采	沒采
没地里	沒地里
没爹没娘	沒爹沒孃
没精打采	沒精打采
没量斗	沒量斗
没签	沒簽
没折至	沒摺至
梅干	梅乾
梅里	梅里
媒人	媒人
媒人口无量斗	媒人口無量斗
每隔一日	每隔一日
每个树边消一日	每個樹邊消一日
每只	每隻
每周	每週
美发	美髮
美国	美國
美国制	美國製
美后	美后
美里	美里
美仑	美崙
美人美于玉	美人美於玉
美制	美製
美洲	美洲
美洲杯	美洲盃
门斗	門斗
闷表	悶錶
蒙巴拉	蒙巴拉
蒙蔽	矇蔽
蒙懂	懞懂
蒙鸿	濛鴻
蒙混	矇混
蒙聩	矇聵
蒙眬	矇矓
蒙昧	矇昧
蒙昧不清	濛昧不清
蒙蒙	濛濛
蒙蒙懂懂	懞懞懂懂
蒙蒙黑	矇矇黑
蒙蒙亮	矇矇亮
蒙蒙眬眬	矇矇矓矓
蒙骗	矇騙
蒙事	矇事
蒙汜	濛汜
蒙松雨	濛鬆雨
蒙瞍	矇瞍
蒙头	矇頭
蒙托罗拉	蒙托羅拉
蒙雾	濛霧
蒙眼	矇眼
蒙在	蒙在
蒙在鼓里	矇在鼓裏
蒙直	懞直
蒙住	矇住
孟德尔	孟德爾
孟德尔松	孟德爾松
孟加拉	孟加拉
梦回	夢迴
梦兰叶吉	夢蘭叶吉
梦系	夢繫
梦有五不占	夢有五不占
咪达普利	咪達普利
弥漫	瀰漫
弥蒙	彌矇
弥弥	瀰瀰
弥山遍野	瀰山遍野
迷奸	迷姦
迷蒙	迷濛
縻系	縻繫
米德尔伯里	米德爾伯裏
米谷	米穀
米里	米里
米面	米麪
米瑟雷希斯	米瑟雷希斯
秘制	祕製
密布	密佈
密折	密摺
密致	密緻
棉制	棉製
免胄	免冑
面霸	麪霸
面白无须	面白無鬚
面包	麪包
面饼	麪餅
面茶	麪茶
面厂	麪廠
面点	麪點
面店	麪店
面坊	麪坊
面肥	麪肥
面粉	麪粉
面缸	麪缸
面疙瘩	麪疙瘩
面馆	麪館
面糊	麪糊
面灰	麪灰
面价	麪價
面浆	麪漿
面酱	麪醬
面饺	麪餃
面筋	麪筋
面码儿	麪碼兒
面坯	面坯
面坯儿	麪坯兒
面皮	麪皮
面票	麪票
面人	麪人
面食	麪食
面塑	麪塑
面摊	麪攤
面汤	麪湯
面条	麪條
面团	麪糰
面碗	麪碗
面向	面向
面向对象	面向對象
面向对象的	面向對象的
面向对象的技术	面嚮對象的技術
面向对象语言	面嚮對象語言
面誉	面譽
面誉背毁	面譽背譭
面皂	面皂
面杖	麪杖
面子	面子
面子药	麪子藥
苗栗	苗栗
秒表	秒錶
秒钟	秒鐘
灭幼脲一号	滅幼脲一號
民政	民政
民政里	民政里
民族	民族
民族志	民族誌
闵采尔	閔采爾
闵凶	閔凶
抿发	抿髮
名表	名錶
名复金瓯	名覆金甌
明査暗访	明查暗訪
明窗几净	明窗幾淨
明窗净几	明窗淨几
明窗淨几	明窗淨几
明复	明覆
明伙画供	明伙畫供
明扣	明釦
明了	明瞭
明年此地看花发	明年此地看花發
明时正可干	明時正可幹
鸣钟	鳴鐘
冥凌	冥淩
冥蒙	冥濛
溟蒙	溟濛
谬赞	謬讚
摸钟	摸鐘
嫫母衣锦	嫫母衣錦
摹扎特	摹紮特
模里西斯	模里西斯
模制	模製
摩根	摩根
摩根费里曼	摩根費里曼
摩里西斯	摩里西斯
摩托	摩托
磨变岩	磨變岩
磨炼	磨鍊
磨制	磨製
魔表	魔錶
